"cov","mu","sd","PopulationName"
"ms",1045.06417054817,754.529941580303,"MarysReconnect"
"ms",5.55602146860937,4.05513940742541,"Marysville"
"ms",37.875862625425,27.546518879703,"Marysville_nonconpop"
"ms",37.875862625425,27.546518879703,"Marysville_nonconpop_up"
"ms",18.2764245492187,11.1769057021854,"McConnell"
"ms",44.282689627875,33.4783756691001,"McCutcheon_dwn"
"ms",44.282689627875,33.4783756691001,"McCutcheon_up"
"ms",704.067355770434,424.415279287403,"McDermitt_dwn&Sage_dwn"
"ms",86.0508714703531,54.1130647750357,"McDermitt_NF&McD_up"
"ms",817.436515970672,491.182642137646,"McDermittReconnect"
"ms",91.7955272271156,65.5200601025745,"Mitchell&Mitchell_NF"
"ms",8.46329138013125,6.2049341449746,"MohawkCanyon"
"ms",22.7947338218563,18.1843225690183,"MRBC_up"
"ms",19.6174882035875,10.8770234672855,"Mullinex"
"ms",46.6010713268313,34.5769943314165,"Paiute"
"ms",28.8622148606344,21.1230685208075,"Pearl"
"ms",22.2911336561563,13.6319811926677,"PeteHanson"
"ms",673.208850723587,439.823647782292,"Pie&Dorsey_low&Gance_low"
"ms",23.6661728482219,14.2970401374968,"Pole_QRD"
"ms",22.8948263700844,16.2445468616147,"Pratt"
"ms",18.2772279085344,13.2580413697113,"PrattReconnect"
"ms",42.6172129921406,41.6485205026328,"Rabbit"
"ms",44.7410604505625,36.0197189090342,"Rattlesnake_SFHRD"
"ms",41.5501023873813,25.307603819486,"Rebel"
"ms",125.371368723025,112.542041422618,"RedMtn"
"ms",187.379245070975,127.18539297913,"Reese&Sawmills"
"ms",525.153928520966,356.797993970206,"ReeseReconnect"
"ms",121.03760629715,74.935252957702,"Riser"
"ms",13.0995199905188,7.79197812420503,"Rock_CrumCanyon"
"ms",26.5557340397031,15.9590946429663,"Rock_dwn_QRD"
"ms",11.3717476305156,8.60106231916101,"Rock_EdnaMtn"
"ms",54.2165565227813,31.4187670994582,"Rock_RCD"
"ms",279.844349899953,163.095201808235,"RockTJReconnect"
"ms",7.34508483139375,4.94201874472172,"Rodeo"
"ms",64.1676314189219,40.5298349123282,"Sage_up_QRD"
"ms",26.4290189507625,18.7608052882534,"SanJuan&SanJuan_SF"
"ms",243.049950136422,151.225758581785,"SFLH_Pole_Snowstorm"
